Title,Studio,Total Gross,Total Theaters,Opening,Opening Theaters,open
The Heiress,Par.,n/a,n/a,n/a,n/a,10/6/1949
Heist,WB,"$23,510,841","1,891","$7,823,521","1,891",11/9/2001
Heist (2015),LGP,"$50,136",24,"$28,688",24,11/13/2015
Held Up,Trim.,"$4,705,631",688,"$1,911,007",688,5/12/2000
Helen of Troy,WB,n/a,n/a,n/a,n/a,1/26/1956
Helena From the Wedding,FM,"$4,190",1,"$2,692",1,11/12/2010
Heleno,Scre.,n/a,4,n/a,4,12/7/2012
The Helix... Loaded,Rom.,"$3,700",6,"$3,500",6,3/25/2005
Hell and Back,Free,"$157,768",411,"$104,374",411,10/2/2015
Hell and Back Again,DF,"$40,634",4,"$3,413",1,10/5/2011
Hell and High Water,Fox,n/a,n/a,n/a,n/a,2/6/1954
Hell Baby,MNE,"$8,785",10,"$4,980",10,9/6/2013
Hell House,7Art,"$18,279",2,"$6,950",2,10/18/2002
Hell or High Water,LGF,"$21,388,531","1,505","$621,329",32,8/12/2016
Hell Ride,TRR,"$213,608",82,"$100,164",82,8/8/2008
Hell to Eternity,AAP,n/a,n/a,n/a,n/a,9/30/1960
Hell's Highway,Kino,"$2,171",1,"$1,225",1,6/27/2003
Hell's Kitchen,Cow.,"$11,710",2,"$4,332",2,12/3/1999
Hellbent,Reg.,"$183,066",11,"$45,047",10,9/16/2005
Hellbound: Hellraiser II,NW,"$12,090,735","1,187","$3,185,511","1,180",12/23/1988
Hellbound?,A23,"$22,887",5,"$3,938",4,9/21/2012
Hellboy,SonR,"$59,623,958","3,043","$23,172,440","3,028",4/2/2004
Hellboy II: The Golden Army,Uni.,"$75,986,503","3,212","$34,539,115","3,204",7/11/2008
Hellfighters,Uni.,n/a,n/a,n/a,n/a,11/27/1968
Hellion,IFC,"$55,708",9,"$7,601",1,6/13/2014
Hello Again,BV,"$20,419,446","1,207","$5,712,892","1,201",11/6/1987
Hello Brother,Vid.,"$245,034",41,"$245,034",41,9/10/1999
Hello Herman,Free,"$8,437",15,"$5,985",15,6/7/2013
Hello I Must Be Going,Osci.,"$106,709",15,"$23,904",2,9/7/2012
Hello Mary Lou: Prom Night II,Gold.,"$2,683,519",343,"$911,351",343,10/16/1987
"Hello, My Name is Doris",RAtt.,"$14,444,999",979,"$84,986",4,3/11/2016
Hellraiser,NW,"$14,564,027","1,104","$4,453,232","1,097",9/18/1987
Hellraiser 4: Bloodline,Mira.,"$9,336,886","1,465","$4,505,036","1,465",3/8/1996
Hellraiser III: Hell on Earth,Mira.,"$12,534,961",898,"$3,208,009",862,9/11/1992
The Help,BV,"$169,708,112","3,014","$26,044,590","2,534",8/10/2011
Help! I'm a Fish,TVA,"$563,911",34,"$57,626",34,2/28/2003
Hemingway's Garden of Eden,RAtt.,"$22,083",14,"$12,404",14,12/10/2010
Heneral Luna,Abr.,"$206,040",42,"$15,485",3,10/30/2015
Henning Mankell's 'Wallander': The Revenge,MBox,"$10,960",2,"$2,230",1,5/25/2012
Henri Cartier-Bresson: The Impassioned Eye,Palm,"$29,710",2,"$7,235",2,1/13/2006
Henri-Georges Clouzot's Inferno,FA,"$25,489",3,"$3,981",1,7/16/2010
Henry & June,Uni.,"$11,567,449",295,"$1,032,942",76,10/5/1990
Henry Fool,SPC,"$1,338,335",51,"$40,939",2,6/19/1998
Henry Poole Is Here,Over.,"$1,836,515",527,"$805,219",527,8/15/2008
Henry V,Gold.,"$10,161,099",134,"$64,933",3,11/8/1989
Henry's Crime,MPFT,"$102,541",8,"$8,726",2,4/8/2011
Henry: Portrait of a Serial Killer,Grey,"$609,939",8,n/a,n/a,1/5/1990
Her (2013),WB,"$25,568,251","1,729","$260,382",6,12/18/2013
Her Alibi,WB,"$18,699,037","1,429","$5,037,047","1,429",2/3/1989
Her Majesty,Pan.,"$63,652",3,"$3,332",1,4/30/2004
Hera Purple,Path.,"$4,123",1,"$1,926",1,9/27/2002
Herb & Dorothy,Arth.,"$194,721",8,"$9,242",2,6/5/2009
Herb and Dorothy 50x50,FLM,"$38,933",8,"$6,157",1,9/13/2013
Herbie Goes Bananas,BV,"$17,000,000*",n/a,n/a,n/a,6/25/1980
Herbie Goes Bananas (Re-issue),BV,"$1,000,000*",n/a,n/a,n/a,6/12/1981
Herbie Goes to Monte Carlo,Dis.,"$28,000,000*",n/a,n/a,n/a,6/24/1977
Herbie Goes to Monte Carlo (Re-issue),BV,"$1,000,000*",n/a,n/a,n/a,6/12/1981
Herbie Hancock: Possibilities,Magn.,"$2,493",2,"$1,772",2,4/14/2006
Herbie Rides Again,Dis.,"$38,229,000*",n/a,n/a,n/a,6/6/1974
Herbie Rides Again (Re-issue),BV,n/a*,n/a,n/a,n/a,6/19/1981
Herbie: Fully Loaded,BV,"$66,023,816","3,521","$12,709,221","3,521",6/22/2005
Hercules,BV,"$99,112,101","2,930","$249,567",1,6/15/1997
Hercules (1983),MGM,"$10,676,194","1,014","$3,473,635","1,001",8/26/1983
Hercules (2014),Par.,"$72,688,614","3,595","$29,800,263","3,595",7/25/2014
Hercules in New York,RAF,n/a,n/a,n/a,n/a,Feb 1970
Here (2012),Strand,"$26,743",2,"$7,927",1,4/13/2012
Here and There,CP,"$27,156",5,"$6,352",1,5/14/2010
Here Come the Littles,Atl,"$6,565,359",n/a,n/a,n/a,1/18/1985
Here Comes Mr. Jordan,Col.,n/a,n/a,n/a,n/a,7/23/1941
Here Comes the Boom,Sony,"$45,290,318","3,014","$11,816,596","3,014",10/12/2012
Here Comes the Devil,Magn.,"$4,534",2,$783,2,12/13/2013
Here on Earth,Fox,"$10,522,168","1,713","$4,510,705","1,712",3/24/2000
Hereafter,WB,"$32,746,941","2,424","$220,322",6,10/15/2010
Herman U.S.A.,2Silk,"$71,509",56,"$71,509",56,9/14/2001
Herman's House,FRun,"$4,956",2,"$3,552",1,4/19/2013
Hermano,MBox,"$29,864",49,"$18,835",49,8/24/2012
Hero,Mira.,"$53,710,019","2,175","$18,004,319","2,031",8/27/2004
Hero,Col.,"$19,507,345","1,826","$5,210,875","1,826",10/2/1992
Hero (2015),Eros,"$88,675",53,"$58,445",53,9/11/2015
The Hero - Love Story of a Spy,VidS,"$285,394",23,"$130,200",21,4/11/2003
Hero and the Terror,Can.,"$5,301,200",995,"$1,840,487",995,8/26/1988
Hero at Large,MGM,"$15,934,737",n/a,"$1,850,725",486,2/8/1980
The Hero of Color City,Magn.,"$32,188",69,"$24,260",69,10/3/2014
Herod's Law,Ven.,"$52,000",16,"$6,515",1,6/13/2003
Heroes,Uni.,"$33,500,000",n/a,n/a,n/a,11/17/1977
Heroes (2008),Eros,"$655,538",60,"$326,425",60,10/24/2008
Heroine,UTV,"$598,668",114,"$389,901",114,9/21/2012
Heropanti,UTV,"$63,649",16,"$32,831",16,5/23/2014
Hesher,WHE,"$382,946",42,"$126,046",42,5/13/2011
Hexed,Col.,"$2,786,807",960,"$1,351,510",960,1/22/1993
Hey Arnold! The Movie,Par.,"$13,728,902","2,534","$5,706,332","2,527",6/28/2002
Hey Ram,Eros,"$274,675",36,"$169,402",36,2/18/2000
"Hey There, It's Yogi Bear (re-issue)",Atl,"$2,438,233",346,"$414,552",276,1/17/1986
"Hey, Boo: Harper Lee & To Kill A Mockingbird",FRun,"$31,135",5,"$5,457",2,5/13/2011
Heyy Babyy,Eros,"$1,443,521",68,"$612,486",68,8/24/2007
Hi-Life,Lions,"$9,066",1,"$3,773",1,12/4/1998
The Hi-Lo Country,Gram.,"$166,082",16,"$17,712",3,12/30/1998
Hidalgo,BV,"$67,303,450","3,065","$18,829,435","3,063",3/5/2004
The Hidden,NL,"$9,747,988","1,045","$2,492,618","1,045",10/30/1987
Hidden Agenda,Hemd,"$1,030,938",114,"$49,827",3,11/21/1990
The Hidden Blade,Tar.,"$38,147",4,"$4,466",1,6/23/2006
The Hidden Dimension (IMAX),Imax,n/a,n/a,n/a,n/a,N/A
Hidden Figures,Fox,n/a,n/a,n/a,n/a,1/13/2017
Hidden in Plain Sight,7Art,"$16,803",3,"$5,298",3,11/7/2003
Hide and Seek,Fox,"$51,100,486","3,005","$21,959,233","3,005",1/28/2005
Hide Away (2012),JLF,"$30,655",5,$689,1,5/25/2012
Hide in Plain Sight,MGM,"$3,806,930",n/a,"$810,109",325,3/21/1980
Hide Your Smiling Faces,Trib.,"$3,576",1,n/a,n/a,3/28/2014
Hideaway,Sony,"$12,201,255","1,900","$5,213,455","1,900",3/3/1995
Hideaway (Le Refuge),Strand,"$34,525",5,"$11,124",4,9/10/2010
Hideo Nakata's Chaos,Tid.,"$4,608",1,"$2,428",1,3/7/2003
Hideous Kinky,Strat.,"$1,263,279",78,"$82,431",10,4/16/1999
Hiding and Seeking,FRun,"$51,936",2,"$6,423",1,2/6/2004
Hiding Divya,NEM,n/a,4,n/a,4,8/20/2010
Hiding Out,DEG,"$7,019,441",988,"$2,062,120",988,11/6/1987
Hieronymus Bosch: Touched by the Devil,KL,"$93,235",6,n/a,n/a,7/16/2016
High and Low,Jan.,n/a,n/a,n/a,n/a,11/26/1963
The High and the Mighty,WB,n/a,n/a,n/a,n/a,7/3/1954
High Anxiety,Fox,"$31,063,038",n/a,n/a,n/a,12/25/1977
High Art,Oct.,"$1,960,216",4,"$47,499",4,6/12/1998
High Crimes,Fox,"$41,543,917","2,747","$14,005,550","2,717",4/5/2002
High Fidelity,BV,"$27,287,137","1,231","$6,429,107","1,183",3/31/2000
High Ground,RF,n/a,n/a,n/a,n/a,11/2/2012
High Heels,Mira.,"$1,710,057",22,"$74,103",13,12/20/1991
High Heels and Low Lifes,BV,"$228,194",175,"$113,512",175,10/26/2001
High Hopes,Skou,"$1,192,322",25,"$27,964",1,2/24/1989
High Lonesome: The Story of Bluegrass Music,Tara,"$53,319",2,"$9,571",1,4/29/1994
High Noon,UA,n/a,n/a,n/a,n/a,7/24/1952
High Plains Drifter,Uni.,"$15,700,000",n/a,n/a,n/a,8/22/1973
High Road to China,WB,"$28,445,927","1,508","$6,156,049","1,508",3/18/1983
High School,Anch.,"$139,034",200,"$82,832",200,6/1/2012
High School High,Sony,"$21,302,121","2,146","$6,311,786","2,146",10/25/1996
High School Musical 3: Senior Year,BV,"$90,559,416","3,626","$42,030,184","3,623",10/24/2008
High Spirits,TriS,"$8,578,231",826,"$3,308,250",825,11/18/1988
High Stakes,Trim.,"$4,780",1,n/a,n/a,11/17/1989
High Strung,Grey,$904,1,$718,1,12/4/1992
High Strung (2016),Pala.,"$53,447",100,"$40,708",100,4/8/2016
"High Tech, Low Life",Argo.,"$3,836",1,"$1,718",1,1/9/2013
High Tension,Lions,"$3,681,066","1,323","$1,897,705","1,323",6/10/2005
High Times' Potluck,David,"$4,827",2,"$3,168",2,10/17/2003
High-Rise,Magn.,"$346,472",41,"$79,887",39,5/13/2016
Higher Ground,SPC,"$841,733",81,"$21,495",3,8/26/2011
Higher Learning,Sony,"$38,290,723","1,450","$13,276,662","1,409",1/13/1995
The Highest Pass,Libre,"$20,386",2,"$10,125",2,4/27/2012
Highlander,Fox,"$5,900,000","1,040","$2,453,021","1,040",3/7/1986
Highlander 2: The Quickening,Istr,"$15,556,340","1,009","$5,280,490",960,11/1/1991
Highlander 3: The Final Dimension,Mira.,"$12,303,080","1,594","$5,536,435","1,594",1/27/1995
Highlander: Endgame,Mira.,"$12,811,858","1,546","$5,067,331","1,543",9/1/2000
Highway (2014),UTV,"$529,136",97,"$326,654",97,2/21/2014
Highway to Hell,Hemd,"$26,055",14,"$12,273",14,3/13/1992
Highwaymen,NL,"$371,396",111,"$195,436",111,2/13/2004
A Hijacking,Magn.,"$414,437",32,"$39,392",7,6/21/2013
Hilary and Jackie,Oct.,"$4,912,892",300,"$92,956",6,12/30/1998
The Hill,MGM,n/a,n/a,n/a,n/a,10/3/1965
Hillary's America: The Secret History of the Democratic Party,QF,"$13,062,575","1,217","$74,814",3,7/15/2016
The Hills Have Eyes,FoxS,"$41,778,863","2,621","$15,708,512","2,620",3/10/2006
The Hills Have Eyes,Van.,n/a,n/a,n/a,n/a,7/22/1977
The Hills Have Eyes 2,FoxA,"$20,804,166","2,465","$9,686,362","2,447",3/23/2007
The Hills Have Eyes II,Castle,n/a,n/a,n/a,n/a,1985
The Hills Run Red,UA,n/a,n/a,n/a,n/a,11/10/1967
The Hillside Strangler,Tar.,"$4,143",1,$306,1,9/24/2004
Hillsong - Let Hope Rise,PFR,"$628,000",816,n/a,816,9/16/2016
Himalaya,Kino,"$2,487,878",34,"$21,881",7,3/30/2001
Himalaya l'enfance d'un chef,Lions,"$132,007",5,"$35,997",5,11/10/2000
The Himalayas,CJ,"$696,717",36,"$13,387",3,12/18/2015
Himmatwala,UTV,"$270,880",99,"$197,770",99,3/29/2013
The Hindenburg,Uni.,n/a,n/a,n/a,n/a,12/25/1975
Hindustan Ki Kasam,Eros,"$310,330",22,"$108,917",22,7/23/1999
The Hip Hop Project,Think,"$46,208",42,"$32,520",42,5/11/2007
Hippie Hippie Shake,Uni.,n/a,n/a,n/a,n/a,TBD
"Hippocrates, Diary of a French Doctor",Distrib.,"$23,050",2,"$5,908",1,6/19/2015
Hiroshima Mon Amour (2014 re-release),Rialto,"$96,439",7,"$18,494",5,10/17/2014
His Girl Friday,Col.,n/a,n/a,n/a,n/a,1/11/1940
His Secret Life,Strand,"$215,449",4,"$18,316",4,9/20/2002
Histoires d'Hiver,N/A,"$138,411",30,"$33,009",30,2/26/1999
The History Boys,FoxS,"$2,706,659",165,"$100,803",7,11/21/2006
The History of Future Folk,Vari.,"$17,646",2,"$5,775",1,5/31/2013
"History of the World, Part I",Fox,"$31,672,907",n/a,"$4,792,731",484,6/12/1981
A History of Violence,NL,"$31,504,633","1,348","$515,992",14,9/23/2005
The Hit,IsAl,"$876,775",n/a,n/a,n/a,3/8/1985
Hit and Run,ORF,"$13,749,300","2,870","$4,526,222","2,870",8/22/2012
Hit List,NL,"$4,564",3,"$3,195",3,3/3/1989
Hit Me,Castle,"$12,500",3,"$3,348",1,10/2/1998
Hit So Hard,Vari.,"$34,025",4,"$6,500",1,4/13/2012
Hitch,Sony,"$179,495,555","3,575","$43,142,214","3,575",2/11/2005
Hitchcock,FoxS,"$6,008,677",561,"$287,715",17,11/23/2012
Hitchcock/Truffaut,Cohen,"$260,430",23,"$28,178",3,12/2/2015
The Hitcher,TriS,"$5,844,868",794,"$2,134,214",794,2/21/1986
The Hitcher (2007),Rog.,"$16,472,961","2,836","$7,818,239","2,831",1/19/2007
The Hitchhiker's Guide to the Galaxy,BV,"$51,085,416","3,133","$21,103,203","3,133",4/29/2005
Hitler's Children,FM,"$28,663",3,"$2,939",1,11/16/2012
The Hitman,Can.,"$4,654,288",551,"$1,290,442",551,10/25/1991
Hitman,Fox,"$39,687,694","2,468","$13,180,769","2,458",11/21/2007
The Hitman's Bodyguard,LG/S,n/a,n/a,n/a,n/a,8/18/2017
Hitman: Agent 47,Fox,"$22,467,450","3,273","$8,326,530","3,261",8/21/2015
Hits,Hon,n/a,n/a,n/a,n/a,2/13/2015
Ho Mann Jahaan,Eros,"$208,611",23,"$77,548",19,1/1/2016
The Hoax,Mira.,"$7,164,995","1,069","$1,449,320",235,4/6/2007
The Hobbit: An Unexpected Journey,WB (NL),"$303,003,568","4,100","$84,617,303","4,045",12/14/2012
The Hobbit: The Battle of the Five Armies,WB (NL),"$255,119,788","3,875","$54,724,334","3,875",12/17/2014
The Hobbit: The Desolation of Smaug,WB (NL),"$258,366,855","3,928","$73,645,197","3,903",12/13/2013
Hobo With a Shotgun,Magn.,"$703,372",21,"$12,046",2,5/6/2011
Hochelaga,Libre,"$376,714",25,"$89,812",25,9/1/2000
Hockney,FM,"$120,745",10,"$13,683",4,4/22/2016
Hocus Pocus,BV,"$39,514,713","1,472","$8,125,471","1,430",7/16/1993
Hoffa,Fox,"$24,276,506","1,103","$6,406,012","1,066",12/25/1992
The Holcroft Covenant,Uni.,"$393,825",73,"$151,627",73,10/18/1985
Hold Back the Dawn,Par.,n/a,n/a,n/a,n/a,9/11/1941
Holding Trevor,Reg.,"$16,814",2,"$7,829",2,7/4/2008
A Hole in My Heart,NM,"$3,784",1,"$1,720",1,4/8/2005
A Hole in One,BHF,n/a,2,n/a,2,5/6/2005
A Hole in the Head,UA,n/a,n/a,n/a,n/a,7/15/1959
Holes,BV,"$67,406,573","2,452","$16,300,155","2,331",4/18/2003
The Holiday,Sony,"$63,224,849","2,698","$12,778,913","2,610",12/8/2006
Holiday (1938),Col.,n/a,n/a,n/a,n/a,6/15/1938
Holiday (2014),Relbig.,"$706,893",144,"$394,797",144,6/6/2014
Holiday Affair,RKO,n/a,n/a,n/a,n/a,11/23/1949
Holiday Inn,Par.,n/a,n/a,n/a,n/a,8/4/1942
Holidays,INDEP,n/a,n/a,n/a,n/a,4/22/2016
Holla II,RR,"$41,537",6,"$37,444",6,4/19/2013
The Hollars,SPC,"$286,968",97,"$38,210",4,8/26/2016
Hollidaysburg,SM,"$3,861",1,"$1,713",1,9/19/2014
Hollow Man,Sony,"$73,209,340","2,956","$26,414,386","2,956",8/4/2000
Hollow Reed,Lions,"$265,732",7,"$13,284",1,4/18/1997
Holly,Prior.,"$166,620",11,"$32,406",1,11/9/2007
Hollywood Buddha,N.Arts,"$72,115",4,"$16,774",4,9/24/2004
Hollywood Dreams,RBR,"$171,255",6,"$3,960",4,5/18/2007
Hollywood Ending,DW,"$4,850,753",772,"$2,017,981",765,5/3/2002
Hollywood Homicide,SonR,"$30,940,691","2,840","$11,112,632","2,840",6/13/2003
The Hollywood Knights,Col.,"$10,000,000",n/a,n/a,n/a,5/16/1980
Hollywood or Bust,Par.,n/a,n/a,n/a,n/a,12/6/1956
Hollywood Shuffle,Gold.,"$5,228,617",81,"$95,667",15,3/20/1987
Hollywood Vice Squad,Conc,"$50,379",70,n/a,n/a,2/28/1986
Hollywoodland,Focus,"$14,426,251","1,551","$5,926,177","1,548",9/8/2006
A Hologram for the King,RAtt.,"$4,212,494",523,"$1,138,578",401,4/22/2016
The Holy Girl,FL,"$304,124",12,"$28,327",2,4/29/2005
Holy Hell,WRA,"$18,051",3,"$9,238",3,5/27/2016
The Holy Land,CAVU,"$603,520",17,"$19,014",1,7/11/2003
Holy Man,BV,"$12,069,719","2,013","$5,106,919","2,013",10/9/1998
Holy Matrimony,BV,"$713,234",n/a,n/a,n/a,4/8/1994
Holy Motors,IM,"$641,100",29,"$18,866",2,10/17/2012
The Holy Mountain (re-issue),Abk.,"$61,001",3,"$4,143",1,1/19/2007
Holy Rollers,FInd.,"$303,064",20,"$39,685",3,5/21/2010
Holy Smoke,Mira.,"$1,765,545",93,"$33,307",2,12/3/1999
Home (2009 drama),Mont.,"$10,405",3,$226,1,4/23/2009
Home (2009 French movie),Lorb.,"$15,925",2,n/a,n/a,11/27/2009
Home (2015),Fox,"$177,397,510","3,801","$52,107,731","3,708",3/27/2015
Home Alone,Fox,"$285,761,243","2,173","$17,081,997","1,202",11/16/1990
Home Alone 2: Lost in New York,Fox,"$173,585,516","2,461","$31,126,882","2,222",11/20/1992
Home Alone 3,Fox,"$30,882,515","2,261","$5,085,482","2,147",12/12/1997
A Home at the End of the World,WIP,"$1,029,872",65,"$64,728",5,7/23/2004
Home Delivery,Eros,"$58,499",15,"$46,730",15,12/2/2005
Home for the Holidays,Par.,"$17,519,169","1,000","$4,007,717","1,000",11/3/1995
Home Fries,WB,"$10,459,961","1,925","$3,784,023","1,925",11/27/1998
Home from the Hill,MGM,n/a,n/a,n/a,n/a,3/3/1960
Home Is Where the Hart Is,Atl,"$11,660",n/a,n/a,n/a,12/4/1987
Home Movie,Cow.,"$119,052",4,"$13,497",3,5/3/2002
Home Movies,UA,"$89,134",n/a,n/a,n/a,5/16/1980
A Home of Our Own,Gram.,"$1,677,807",428,"$808,428",428,11/5/1993
Home of the Brave,MGM,"$51,708",44,"$6,000",3,12/15/2006
Home of the Brave (1986),Cinc,"$1,250,000",n/a,n/a,n/a,4/25/1986
Home of the Brave (2004),Emr.,"$4,874",1,"$3,185",1,10/1/2004
Home on the Range,BV,"$50,030,461","3,058","$13,880,771","3,047",4/2/2004
Home Room,Inn.,"$5,216",3,"$3,467",3,9/5/2003
Home Run,Gold.,"$2,861,020",381,"$1,582,466",381,4/19/2013
Home Run Showdown,Imag.,"$8,824",1,"$8,824",1,7/27/2012
Home Sweet Hell,VE,n/a,n/a,n/a,n/a,3/13/2015
The Home Teachers,Hale,"$203,917",20,"$47,494",20,1/9/2004
Homefront,ORF,"$20,158,898","2,570","$6,915,241","2,570",11/27/2013
Homegrown,Sony,"$77,910",35,"$77,910",35,4/17/1998
Homeland Security,Sony,n/a,n/a,n/a,n/a,N/A
The Homeless Billionaire,Hann.,"$39,493",1,"$19,771",1,6/17/2016
The Homesman,Saban,"$2,429,989",222,"$45,433",4,11/14/2014
The Homestretch,KF,"$17,306",1,"$8,373",1,9/12/2014
Hometown Legend,Jenk.,"$111,806",33,"$51,000",33,1/25/2002
Homeward Bound II: Lost in San Francisco,BV,"$32,772,492","2,129","$8,605,649","2,119",3/8/1996
Homeward Bound: The Incredible Journey,BV,"$41,833,324","1,798","$60,672",2,2/5/1993
Homework,JenF,"$2,914,328",262,"$1,366,535",262,8/27/1982
Homicide,Triu,"$2,971,661",257,"$43,650",2,10/11/1991
Hondo,WB,n/a,n/a,n/a,n/a,11/27/1953
An Honest Liar,Abr.,"$180,590",15,"$13,821",2,3/6/2015
Honey,Uni.,"$30,308,417","1,972","$12,856,040","1,942",12/5/2003
"Honey, I Blew Up the Kid",BV,"$58,662,452","2,429","$11,083,318","2,311",7/17/1992
"Honey, I Shrunk the Kids",BV,"$130,724,172","1,498","$14,262,961","1,371",6/23/1989
Honeydripper,Emr.,"$267,880",26,"$9,863",4,12/28/2007
Honeymoon,Magn.,"$9,318",3,"$4,131",2,9/12/2014
Honeymoon in Vegas,Col.,"$35,208,854","1,765","$7,318,157","1,637",8/28/1992
The Honeymooners,Par.,"$12,843,849","1,912","$5,538,835","1,912",6/10/2005
Honeysuckle Rose,WB,"$17,815,212",n/a,"$2,189,966",826,7/18/1980
Hong Kong Phooey,WB,n/a,n/a,n/a,n/a,N/A
Honky Tonk Freeway,Uni.,"$2,004,742",n/a,"$939,423",629,8/21/1981
Honky Tonk Man,WB,"$4,484,991",686,"$667,727",677,12/17/1982
Hoodlum,MGM,"$23,499,102","2,020","$8,162,768","2,020",8/29/1997
Hoodwinked,Wein.,"$51,386,611","3,020","$12,401,900","2,394",12/16/2005
Hoodwinked Too! Hood vs. Evil,Wein.,"$10,143,779","2,505","$4,108,630","2,505",4/29/2011
Hook,TriS,"$119,654,823","2,254","$13,522,535","2,197",12/11/1991
Hooligan Sparrow,TFC,"$5,103",2,n/a,n/a,7/22/2016
Hoop Dreams,FL,"$7,830,611",262,"$18,396",3,10/14/1994
Hooper,WB,"$78,000,000",n/a,n/a,n/a,7/28/1978
Hoosiers,Orion,"$28,607,524","1,048","$220,068",30,11/14/1986
Hoot,NL,"$8,117,637","3,018","$3,368,197","3,018",5/5/2006
Hop,Uni.,"$108,085,305","3,616","$37,543,710","3,579",4/1/2011
Hope and Glory,Col.,"$10,021,120",328,"$25,497",2,10/16/1987
Hope Floats,Fox,"$60,053,195","2,404","$14,210,464","2,367",5/29/1998
Hope Springs,Sony,"$63,536,011","2,441","$14,650,121","2,361",8/8/2012
Hope Springs (2003),BV,n/a,n/a,n/a,n/a,9/5/2003
The Hornet's Nest,Free,"$312,706",57,"$26,550",4,5/9/2014
Horns,RTWC,"$173,948",103,"$107,544",103,10/31/2014
Horrible Bosses,WB (NL),"$117,538,559","3,134","$28,302,165","3,040",7/8/2011
Horrible Bosses 2,WB,"$54,445,357","3,400","$15,457,418","3,375",11/26/2014
The Horror Show,MGM,"$1,738,897",444,"$773,348",444,4/28/1989
Hors Satan,NYer,n/a,n/a,n/a,n/a,1/18/2013
Horse Boy,Zeit.,"$156,612",5,"$6,554",3,9/30/2009
Horse Feathers,Par.,n/a,n/a,n/a,n/a,8/19/1932
Horse Money,CGld,"$6,508",1,"$3,409",1,7/24/2015
The Horse Soldiers,UA,n/a,n/a,n/a,n/a,6/12/1959
The Horse Whisperer,BV,"$75,383,563","2,362","$13,685,488","2,039",5/15/1998
The Horseman on the Roof,Mira.,"$1,320,043",n/a,n/a,n/a,10/6/1995
The Horsemen,LGF,n/a,75,n/a,75,3/6/2009
Horses of God,KL,"$14,817",2,"$2,251",1,5/14/2014
Horses: The Story of Equus (IMAX),Imax,n/a,n/a,n/a,n/a,N/A
The Host,Magn.,"$2,201,923",116,"$314,488",71,3/9/2007
The Host (2013),ORF,"$26,627,201","3,202","$10,600,112","3,202",3/29/2013
Hostage,Mira.,"$34,639,939","2,183","$10,214,734","2,123",3/11/2005
Hostel,Lions,"$47,326,473","2,337","$19,556,099","2,195",1/6/2006
Hostel Part II,LGF,"$17,609,452","2,350","$8,203,391","2,350",6/8/2007
Hostsonaten (Autumn Sonata),N/A,n/a,n/a,n/a,n/a,1978
The Hot Chick,BV,"$35,081,594","2,246","$7,401,146","2,217",12/13/2002
Hot Dog... The Movie,MGM,"$20,307,325","1,276","$4,506,756","1,273",1/13/1984
Hot Fuzz,Rog.,"$23,637,265","1,272","$5,848,464",825,4/20/2007
Hot Moves,Card,"$2,732,684",n/a,n/a,n/a,5/17/1985
Hot Pursuit,WB (NL),"$34,580,201","3,037","$13,942,258","3,003",5/8/2015
Hot Pursuit,Par.,"$4,215,849",975,"$1,507,645",800,5/8/1987
Hot Rod,Par.,"$13,938,332","2,607","$5,310,711","2,607",8/3/2007
Hot Rods to Hell,MGM,n/a,n/a,n/a,n/a,1/27/1967
Hot Shots!,Fox,"$69,467,617","1,999","$10,848,182","1,929",7/31/1991
Hot Shots! Part Deux,Fox,"$38,922,972","2,140","$10,250,661","2,122",5/21/1993
The Hot Spot,Orion,"$1,293,976",365,"$112,188",23,10/12/1990
Hot Sugar's Cold World,Ampl.,n/a,n/a,n/a,n/a,11/13/2015
Hot to Trot,WB,"$6,436,211","1,157","$2,206,218","1,156",8/26/1988
Hot Tomorrows,N/A,n/a,n/a,n/a,n/a,4/1/1977
Hot Tub Time Machine,MGM,"$50,287,556","2,771","$14,020,502","2,754",3/26/2010
Hot Tub Time Machine 2,Par.,"$12,314,651","2,901","$5,963,324","2,880",2/20/2015
Hot Water,Indic.,"$6,651",2,"$1,512",2,3/11/2016
Hote Hote Pyar Ho Gaya,Eros,"$214,574",16,"$55,738",16,7/2/1999
Hotel,Inn.,"$29,813",2,"$12,840",2,7/25/2003
Hotel Colonial,Orion,"$9,526",n/a,n/a,n/a,9/18/1987
Hotel de Love,Live,"$165,845",42,"$50,947",18,2/7/1997
Hotel for Dogs,P/DW,"$73,034,460","3,271","$17,012,212","3,271",1/16/2009
The Hotel New Hampshire,Orion,"$5,142,858",244,"$1,075,800",244,3/9/1984
Hotel Normandy,Rialto,"$4,640",1,"$2,552",1,9/27/2013
Hotel Rwanda,UA,"$23,530,892",824,"$100,091",7,12/22/2004
Hotel Transylvania,Sony,"$148,313,048","3,375","$42,522,194","3,349",9/28/2012
Hotel Transylvania 2,Sony,"$169,700,110","3,768","$48,464,322","3,754",9/25/2015
Hotel Transylvania 3,Col.,n/a,n/a,n/a,n/a,9/21/2018
The Hottest State,Think,"$31,216",5,"$8,545",3,8/24/2007
The Hottie & the Nottie,Reg.,"$27,696",111,"$27,696",111,2/8/2008
Hounddog,Emp.,"$131,961",11,"$13,744",11,9/19/2008
The Hours,Par.,"$41,675,994","1,010","$338,622",11,12/27/2002
House,NW,"$19,444,631","1,440","$5,923,972","1,440",2/28/1986
The House,WB (NL),n/a,n/a,n/a,n/a,6/30/2017
House (2008),RAtt.,"$575,048",363,"$327,445",363,11/7/2008
